POSTCODE,SUBURB 1,SUBURB 2,SUBURB 3,SUBURB 4,SUBURB 5,SUBURB 6,SUBURB 7,SUBURB 8,SUBURB 9,SUBURB 10,SUBURB 11,SUBURB 12,SUBURB 13,SUBURB 14,SUBURB 15,SUBURB 16,SUBURB 17,SUBURB 18,SUBURB 19,SUBURB 20,SUBURB 21,SUBURB 22,SUBURB 23,SUBURB 24,SUBURB 25,SUBURB 26,SUBURB 27,SUBURB 28,SUBURB 29,SUBURB 30,SUBURB 31,SUBURB 32,SUBURB 33,SUBURB 34,SUBURB 35,SUBURB 36,SUBURB 37,SUBURB 38,SUBURB 39,SUBURB 40,SUBURB 41,SUBURB 42,SUBURB 43,SUBURB 44,SUBURB 45,SUBURB 46
4421,TARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,WESTMAR,MEANDARRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,TEELBA,GLENMORGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,DRILLHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,DULACCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,YULEBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,WALLUMBILLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,ARCADIA VALLEY,INJUNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,ROMA,BYMOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4465,MITCHELL,DUNKELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,MUNGALLALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4468,MORVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,CHARLEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,BLACKALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,AUGATHELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,TAMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,EROMANGA,QUILPIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,WINDORAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,BIRDSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,HEBEL,DIRRANBANDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,ST GEORGE,BEGONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,BOLLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,WYANDRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,YOWAH,CUNNAMULLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,EULO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4492,THARGOMINDAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4494,BUNGUNYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4496,NORTH TALWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4497,THALLON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,KIOMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,BRAY PARK,STRATHPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4501,LAWNTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4502,PETRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,KALLANGUR,MURRUMBA DOWNS,DAKABIN,GRIFFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,NARANGBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,BURPENGARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4506,MORAYFIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,BONGAREE,BANKSIA BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,DECEPTION BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,NORTH LAKES,MANGO HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,CABOOLTURE,BEACHMERE,CABOOLTURE SOUTH,BELLMERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,WAMURAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,WOODFORD,DELANEYS CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,KILCOY,MOUNT KILCOY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,ELIMBAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,BEERBURRUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,GLASS HOUSE MOUNTAINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4519,BEERWAH,PEACHESTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,SAMFORD VILLAGE,MOUNT SAMSON,MOUNT NEBO,WIGHTS MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,DAYBORO,MOUNT MEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,LANDSBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,CURRIMUNDI,CALOUNDRA,MERIDAN PLAINS,GOLDEN BEACH,DICKY BEACH,CALOUNDRA WEST,PELICAN WATERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4552,CONONDALE,MALENY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4553,MOOLOOLAH VALLEY,GLENVIEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,EUDLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,PALMWOODS,CHEVALLUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,BUDERIM,SIPPY DOWNS,FOREST GLEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,MOOLOOLABA,MOUNTAIN CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,MAROOCHYDORE,KULUIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,WOOMBYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,NAMBOUR,MONTVILLE,MAPLETON,BLI BLI,BURNSIDE,KUREELPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,NORTH ARM,YANDINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,EUMUNDI,DOONAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,COOROY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,PACIFIC PARADISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,TEWANTIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,NOOSAVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,SUNSHINE BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,POMONA,FEDERAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4569,COORAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,GYMPIE,GUNALDA,TWO MILE,MONKLAND,IMBIL,GREENS CREEK,THEEBINE,JONES HILL,WIDGEE,WOLVI,DAGUN,CHATSWORTH,SOUTHSIDE,WOOLOOGA,KANDANGA,GLENWOOD,KIA ORA,AMAMOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,KIN KIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,COOLUM BEACH,PEREGIAN SPRINGS,PEREGIAN BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,KENILWORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,BUDDINA,BOKARINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580,TIN CAN BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,RAINBOW BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,KILKIVAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,GOOMERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,WINDERA,MOFFATDALE,MURGON,CHERBOURG,CLOYNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,WONDAI,WHEATLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,TINGOORA,WOOROOLIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,CRAWFORD,COOLABUNIA,KINGAROY,KUMBIA,DURONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4613,PROSTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4614,YARRAMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4615,NANANGO,PIMPIMBUDGEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4620,BROOWEENA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4621,BIGGENDEN,DALLARNIL,COALSTOUN LAKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4625,GAYNDAH,BINJOUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,MUNDUBBERA,BOYNEWOOD,MONOGORILBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,EIDSVOLD,ABERCORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4630,MULGILDIE,MONTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,MARYBOROUGH,TIARO,GRANVILLE,TINANA,MUNGAR,ST HELENS,GUNDIAH,BAUPLE,TINANA SOUTH,ST HELENS VIA MARYBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4655,PIALBA,TORQUAY,URANGAN,URRAWEEN,KAWUNGAN,HERVEY BAY,WONDUNNA,NIKENBAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,HOWARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,CORDALBA,CHILDERS,GOODWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4662,TORBANLEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4670,ELLIOTT,BUNDABERG CENTRAL,BUNDABERG NORTH,KALKIE,SOUTH KOLAN,BURNETT HEADS,WOONGARRA,SHARON,GOOBURRUM,ALLOWAY,NORVILLE,BUNDABERG EAST,WALKERVALE,AVONDALE,WINFIELD,OAKWOOD,BUNDABERG SOUTH,MON REPOS,GIVELDA,BRANYAN,ELLIOTT HEADS,THABEBAN,MOORE PARK BEACH,BUNDABERG WEST,AVOCA,KEPNOCK,BUNDABERG,,,,,,,,,,,,,,,,,,,
4671,MOUNT PERRY,GIN GIN,BULLYARD,WALLAVILLE,MAROONDAN,MCILWRAITH,BOOYAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,YANDARAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4674,ROSEDALE,BAFFLE CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4676,LOWMEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4677,MIRIAM VALE,AGNES WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4678,BOROREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,CALLIOPE,GLADSTONE CENTRAL,CLINTON,TANNUM SANDS,BENARABY,WEST GLADSTONE,SOUTH GLADSTONE,BOYNE VALLEY,BOYNE ISLAND,KIN KORA,GLADSTONE,BURUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4694,YARWUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4695,MOUNT LARCOM,AMBROSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4699,BAJOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,ALLENSTOWN,PORT CURTIS,WEST ROCKHAMPTON,DEPOT HILL,WANDAL,ROCKHAMPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,NORTH ROCKHAMPTON,LAKES CREEK,KAWANA,FRENCHVILLE,PARK AVENUE,BERSERKER,KOONGAL,ROCKHAMPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4702,COOWONGA,GRACEMERE,BOULDERCOMBE,ROLLESTON,WESTWOOD,STANWELL,CAWARRAL,COMET,DINGO,BLUFF,THE GEMFIELDS,BANANA,GOGANGO,KEPPEL SANDS,GINDIE,WOWAN,PARKHURST,THE CAVES,MILMAN,MARMOR,RIDGELANDS,BARALABA,SMOKY CREEK,GOOVIGEN,,,,,,,,,,,,,,,,,,,,,,
4703,YEPPOON,FARNBOROUGH,BYFIELD,TARANGANBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4705,MACKENZIE RIVER,CLARKE CREEK,MARLBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,ST LAWRENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,TIERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,EMU PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,GLENLEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,DUARINGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,WOORABINDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,MOUNT MORGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,MOUNT MURCHISON,PROSPECT,BILOELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,THANGOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,BLACKWATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,BAUHINIA,MOURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,THEODORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,EMERALD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,CLERMONT,KILCUMMIN,MISTAKE CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,SPRINGSURE,NANDOWRIE,LOCHINGTON,ORION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,CAPELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,BARCALDINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,ARAMAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,ILFRACOMBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,JERICHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,LONGREACH,STONEHENGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,ISISFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,MUTTABURRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,WINTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,JUNDAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,SARINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,KOUMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,CARMILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,MACKAY,GLENELLA,HOMEBUSH,WEST MACKAY,RURAL VIEW,CHELONA,NORTH MACKAY,ALLIGATOR CREEK,ANDERGROVE,BEACONSFIELD,BAKERS CREEK,SLADE POINT,EAST MACKAY,MOUNT PLEASANT,SOUTH MACKAY,MACKAY WEST,MACKAY SOUTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,ETON,FARLEIGH,HAMPDEN,NORTH ETON,PINNACLE,OAKENDEN,GARGETT,SEAFORTH,COPPABELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,NEBO,VALKYRIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,GLENDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,MORANBAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,DYSART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,MIDDLEMOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,BUCASIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,WALKERSTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,MARIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,MIRANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,FINCH HATTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,EUNGELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4798,PINDI PINDI,CALEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,BLOOMSBURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,PROSERPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,CANNONVALE,WHITSUNDAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4803,WHITSUNDAYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4804,SCOTTVILLE,COLLINSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,BOWEN,GUMLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,OSBORNE,HOME HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,CLARE,AYR,AIRVILLE,JARVISFIELD,MILLAROO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,BRANDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4809,GIRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,ROWES BAY,NORTH WARD,SOUTH TOWNSVILLE,WEST END,BELGIAN GARDENS,RAILWAY ESTATE,TOWNSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4811,WULGURU,IDALIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4812,GULLIVER,MUNDINGBURRA,HYDE PARK,CURRAJONG,ROSSLEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4814,DOUGLAS,HEATLEY,ANNANDALE,AITKENVALE,VINCENT,GARBUTT,CRANBROOK,MOUNT LOUISA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4815,RASMUSSEN,KELSO,CONDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,RAVENSWOOD,HOMESTEAD,GREENVALE,PALM ISLAND,PENTLAND,PRAIRIE,WOODSTOCK,KENNEDY,MUTARNEE,ROLLINGSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,KIRWAN,THURINGOWA CENTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,DEERAGUN,BLUEWATER,BURDELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4819,NELLY BAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4820,CHARTERS TOWERS,MILLCHESTER,RICHMOND HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,HUGHENDEN,TANGORIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,RICHMOND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4823,JULIA CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4824,CLONCURRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4825,PIONEER,PARKSIDE,HEALY,SOLDIERS HILL,HAPPY VALLEY,SUNSET,MOUNT ISA,TOWNVIEW,DAJARRA,PITURIE,ALPURRURULAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4828,CAMOOWEAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4829,BOULIA,BEDOURIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4830,DOOMADGEE,BURKETOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4849,CARDWELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,INGHAM,HALIFAX,MACKNADE,VICTORIA PLANTATION,TREBONNE,ABERGOWRIE,TOOBANNA,FORREST BEACH,MOUNT FOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4852,WONGALING BEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4854,FELUGA,TULLY,LOWER TULLY,MURRAY UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,EL ARISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4856,SILKWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,MOURILYAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4859,SOUTH JOHNSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,INNISFAIL ESTATE,INNISFAIL,GOONDI BEND,FLYING FISH POINT,EAST INNISFAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4861,BABINDA,BARTLE FRERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4865,GORDONVALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4868,WOREE,WHITE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869,BENTLEY PARK,EDMONTON,MOUNT PETER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4870,EDGE HILL,PARRAMATTA PARK,REDLYNCH,MANUNDA,MOOROOBOOL,FRESHWATER,WHITFIELD,CAIRNS NORTH,EARLVILLE,CAIRNS,KAMERUNGA,BRINSMEAD,MANOORA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4871,CROYDON,GEORGETOWN,LAKELAND,FORSAYTH,WANGAN,CHILLAGOE,ALOOMBA,MOUNT MOLLOY,YARRABAH,MIRRIWINNI,FISHERY FALLS,MOUNT SURPRISE,MENA CREEK,BELLENDEN KER,JULATTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4872,WALKAMIN,MOUNT GARNET,MUTCHILBA,DIMBULAH,KAIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
